Topic	Thread ID	Post ID	User ID	Time	Post Content
abortion_as_rights_or_choices	409192893_1100030352001	12	GunnyZak	Fri 11 June 2010 04:16 PM	REPLYING TO Ex_CG_GM WHO SAID: <u>&quot;   Hmm, that just may   off her husband that is serving on the same base.....     The particular proposal I think you are referring to was pulled off the table right after it was suggested.&quot;</u>   Not a proposal yet that I know of. I&apos;m referring to implementation of repeal which will foster stricter sexual conduct regs to maintain good order &amp; discipline. 
abortion_as_rights_or_choices	409192893_1100030352001	13	SignalSgtWilliams	Fri 11 June 2010 04:21 PM	REPLYING TO GunnyZak WHO SAID: <u>&quot;  sexual conduct regs to maintain good order &amp; discipline.&quot;</u>   Ya got to be joking Gunny, did you forget that Congress just repealed DADT? 
abortion_as_rights_or_choices	409192893_1100030352001	14	PinkBlossoms	Fri 11 June 2010 08:23 PM	REPLYING TO Cider33_Alpha WHO SAID: <u>&quot; Don&apos;t ASSUME, PB.  You should know by now my positions on this and some other hot-button issues, including the death penalty (FYI: PRO).  Those of us who are pro-choice when it comes to an individual woman&apos;s right to choose what is done to HER body are not necessarily for or against other positions held so holy to the Right side of the American political spectrum.&quot;</u>   Cider, there&apos;s no way to sugar coat killing the most innocent among us.    As for knowing your stance on this issue, no I didn&apos;t ... but this thread speaks it loud and clear.
abortion_as_rights_or_choices	409192893_1100030352001	15	OldArmyLove	Sat 12 June 2010 12:09 AM	I might as well throw in my two cents:  Last week I reconnected Mary   with a lady who was in first grade with me, way back in 1943.  Our mothers worked together in the school cafeteria.   Her two older sisters were the same age as my two older brothers.  The families were good friends.   We have not seen each other in sixty  years.  Now she lives in Tenseness about two miles from our youngest daughter and family.     But, the one thing that is locked in both of our memories from first grade is the day we were told that her 14 year old sister, Margret   died.    Margret died because she was pregnant and her mother tried to abort the baby with a coat hanger or some other such method.  What a horrible way for anyone to die.  We all believed that it was incest.  There were never any charges against her mother.  It was just the way things were done in those days.      Yes, we had a home for unwed mothers,  The Florence Crittenton Home.   But, the shame that families felt in those days was enormous and almost unbearable.      I m unashamedly  prolife  - I believe that life begins at conception.  In Margret s case we lost both the young mother and the unborn baby.   I m confident that everyone wishes there would never be another abortion.  But, we can not go back to the days of the  coat hanger abortions.    Personal notes:  We are thankful that we could not have gotten an abortion in 1971 while stationed in Kinzening Germany. I think we what have jumped at the opportunity.  My wife was not well and it was a tough permanency.  But, we would have missed having one of the greatest young men God very created, our youngest Timothy Robert John Love now 38. He has been married for 16 years to a wonderful wife and they have two terrific young children, our Caleb and Abbey.   Also our oldest granddaughter most likely would have been aborted if it was possible.  She is the apple of her mom and dad and grandparent eyes.    To paraphrase Patrick Henry, I say, I know not what others may choose but, as for me, give me a country where abortions of any type is not necessary or wanted.  Until then lets may it a last, but a very safe choice of the mother.   I just don t know how to make a no abortion  deportation  rule work. 
abortion_as_rights_or_choices	409192893_1100030352001	16	SeaWitch1220	Sat 12 June 2010 06:43 AM	Well said OldArmyLove.         Abortions should be safe, legal and RARE.
abortion_as_rights_or_choices	409192893_1100030352001	17	MM2_ss_Lewis	Sat 12 June 2010 09:21 AM	Nicely expressed OAL.  Sea, that line would make a great bumper sticker, can I have your permission to us it if I ever feel the need to express my view on the matter with plastic glued on my truck? 
abortion_as_rights_or_choices	409192893_1100030352001	18	ScotsVisitor	Sat 12 June 2010 10:02 AM	How does that work if abortion in the foreign host nation is illegal ? 
abortion_as_rights_or_choices	409192893_1100030352001	19	skinman13	Sat 12 June 2010 10:04 AM	REPLYING TO SeaWitch1220 WHO SAID: <u>&quot; Well said OldArmyLove.         Abortions should be safe, legal and RARE.&quot;</u>   The only possible way this can happen is for all of us to take a serious look at how we are politicizing educating today&apos;s youth in regards to sexual conduct.  Focusing on only teaching abstinence in public schools is a totally naive and stupid concept.  Teach all aspects of sex, not just abstinence.  Teens are going to explore, they will engage in all forms of sex, and they are being put in serious jepardy by not being informed about the consequences of STD and unwanted pregnancies.  Provide real information on birth control methods.  Provide condoms without question or restriction; provide meaningful guidance information on oral birth control contraceptives, and start it early.  Social conservatives are demanding that sex education be sanitized and want it to be a family issue alone.  Sure, the parents SHOULD be the ones responsible to do this, but the cold hard fact is that they are NOT doing it. Then what? Every year, younger children are engaging in risky sexual activities and suffer emotional trauma, sexually transmitted diseases that are increasingly difficult to treat and cure, and babies are having babies.   Teach them, provide them with information and hope they make a good choice...but never forget that they will engage in sexual activities and if we don&apos;t understand and accept that fact, and depoliticize it, then nothing will change... 
abortion_as_rights_or_choices	409192893_1100030352001	20	IHAWKER	Sat 12 June 2010 10:49 AM	REPLYING TO skinman13 WHO SAID: <u>&quot;  The only possible way this can happen is for all of us to take a serious look at how we are politicizing educating today&apos;s youth in regards to sexual conduct.  Focusing on only teaching abstinence in public schools is a totally naive and stupid concept.  Teach all aspects of sex, not just abstinence.  Teens are going to explore, they will engage in all forms of sex, and they are being put in serious jepardy by not being informed about the consequences of STD and unwanted pregnancies.  Provide real information on birth control methods.  Provide condoms without question or restriction; provide meaningful guidance information on oral birth control contraceptives, and start it early.  Social conservatives are demanding that sex education be sanitized and want it to be a family issue alone.  Sure, the parents SHOULD be the ones responsible to do this, but the cold hard fact is that they are NOT doing it. Then what? Every year, younger children are engaging in risky sexual activities and suffer emotional trauma, sexually transmitted diseases that are increasingly difficult to treat and cure, and babies are having babies.   Teach them, provide them with information and hope they make a good choice...but never forget that they will engage in sexual activities and if we don&apos;t understand and accept that fact, and depoliticize it, then nothing will change...&quot;</u>        That is a very intelligent and comprehensive approach to the problem and all you have said is how it should be IMO. 
abortion_as_rights_or_choices	409192893_1100030352001	21	Boospar	Sat 12 June 2010 02:01 PM	REPLYING TO OldArmyLove WHO SAID: <u>&quot;    Yes, we had a home for unwed mothers,  The Florence Crittenton Home.   But, the shame that families felt in those days was enormous and almost unbearable.      &quot;</u>    The Florence Crittenton Home still exists.   In the bad old days, we snuck unmarried women into these homes or sent them to take care of sick aunts.   Now we sneak them into abortion clinics. 
abortion_as_rights_or_choices	409192893_1100030352001	22	Boospar	Sat 12 June 2010 02:06 PM	I recall when President Clinton tried this back in the ninties.   No military physicians would do an elective abortion, so they had to hire outsiders. Many nurses and other personnel refused to assist. 
abortion_as_rights_or_choices	409192893_1100030352001	23	thorin001	Sat 12 June 2010 02:06 PM	REPLYING TO ScotsVisitor WHO SAID: <u>&quot; How does that work if abortion in the foreign host nation is illegal ?&quot;</u>   Depends on agreement with host nation. It is simple if the base is considered extra-territorial. 
abortion_as_rights_or_choices	409192893_1100030352001	24	skinman13	Sat 12 June 2010 03:52 PM	REPLYING TO Boospar WHO SAID: <u>&quot; I recall when President Clinton tried this back in the ninties.   No military physicians would do an elective abortion, so they had to hire outsiders. Many nurses and other personnel refused to assist.&quot;</u>   Military doctors may be doctors, but they are also officers.  Make it a lawful order and refusal is grounds for a less than honorable separation with NO benefits.   Religious  or moral grounds should not be an acceptable reason for refusal either.  A lot of soldiers have the same religious and moral arguments against serving and waging war and killing but they are expected to follow orders just the same.   We are no longer conscripting people for military service so if a doctor or medical person does not want to follow orders to perform abortions, then they should not enlist or accept a commission.  If they do, then they have to also accept that they may be called on to perform abortions and should expect to follow orders or face legal consequences. 
abortion_as_rights_or_choices	409192893_1100030352001	25	LineDoggie	Sat 12 June 2010 04:13 PM	REPLYING TO Yooper_tj WHO SAID: <u>&quot;   Let&apos;s hear it for the Social Conservatives!  Keep on reminding us that the victims of rape and incest are at fault...and that they should be held both morally and fiscally responsible for the consequences.     I guess you just can&apos;t buy morality.&quot;</u> Yes, because there is so Much Incest and Rape at Hohenfels or Vincenza, or Bagram 
abortion_as_rights_or_choices	409192893_1100030352001	26	GunnyZak	Sat 12 June 2010 04:37 PM	REPLYING TO skinman13 WHO SAID: <u>&quot;  Military doctors may be doctors, but they are also officers.  Make it a lawful order and refusal is grounds for a less than honorable separation with NO benefits.   Religious  or moral grounds should not be an acceptable reason for refusal either.  A lot of soldiers have the same religious and moral arguments against serving and waging war and killing but they are expected to follow orders just the same.   We are no longer conscripting people for military service so if a doctor or medical person does not want to follow orders to perform abortions, then they should not enlist or accept a commission.  If they do, then they have to also accept that they may be called on to perform abortions and should expect to follow orders or face legal consequences.&quot;</u>   Fed Law provides Doctor&apos;s with an opt out option. Now, if the Libturds want to change fed law which would force Doctor&apos;s to perform a procedure they&apos;re morally opposed to... well hell they might as well throw in a bill reactivating the Draft also as both would have about the same chance of survival or at least there&apos;ll be blood running in the streets over one or the other.  The little Misses can simply hold an asprin between their knees until they are in a location where they can safely eliminate their mistakes. 
abortion_as_rights_or_choices	409192893_1100030352001	27	thorin001	Sat 12 June 2010 05:59 PM	REPLYING TO GunnyZak WHO SAID: <u>&quot;   Fed Law provides Doctor&apos;s with an opt out option. Now, if the Libturds want to change fed law which would force Doctor&apos;s to perform a procedure they&apos;re morally opposed to... well hell they might as well throw in a bill reactivating the Draft also as both would have about the same chance of survival or at least there&apos;ll be blood running in the streets over one or the other.  The little Misses can simply hold an asprin between their knees until they are in a location where they can safely eliminate their mistakes.&quot;</u>   Then you would have no problem with Moslems refusing to treat women at all. Same law protects &apos;moral&apos; objections.  As long as abortion is legal it must be treated as any other (mostly) elective procedure. 
abortion_as_rights_or_choices	409192893_1100030352001	28	GunnyZak	Sat 12 June 2010 06:31 PM	REPLYING TO thorin001 WHO SAID: <u>&quot;   Then you would have no problem with Moslems refusing to treat women at all. Same law protects &apos;moral&apos; objections.  As long as abortion is legal it must be treated as any other (mostly) elective procedure.&quot;</u>   If fed law read that Moslems didn&apos;t have to treat females then that&apos;s the law. But it is not, is it?  If fed law reads that mil docs at overseas locations can provide elective abortions (if they choose so) providing the patient covers the costs ... that&apos;s the law . Isn&apos;t it? 
abortion_as_rights_or_choices	409192893_1100030352001	29	thorin001	Sat 12 June 2010 06:47 PM	REPLYING TO GunnyZak WHO SAID: <u>&quot;   If fed law read that Moslems didn&apos;t have to treat females then that&apos;s the law. But it is not, is it?  If fed law reads that mil docs at overseas locations can provide elective abortions (if they choose so) providing the patient covers the costs ... that&apos;s the law . Isn&apos;t it?&quot;</u>   Which law are you refering to? I was refering to the so called &apos;conscience clause&apos;. 
abortion_as_rights_or_choices	409192893_1100030352001	30	GunnyZak	Sat 12 June 2010 06:51 PM	REPLYING TO thorin001 WHO SAID: <u>&quot;   Which law are you refering to? I was refering to the so called &apos;conscience clause&apos;.&quot;</u>   Off the OP:  &amp;quot;Under the amendment, female servicemembers and military dependents stationed overseas would have access to abortions, provided they pay for the procedure themselves and medical personnel on base are willing to perform it. No military doctors would be required to perform abortions if they object to the practice.&amp;quot; 
abortion_as_rights_or_choices	409192893_1100030352001	31	Golgoth	Sat 12 June 2010 10:38 PM	I am anti-abotion, but if the law allows it, I will not try to stop anyone who tries to do it. I hate death, but I will not be &amp;quot;the first to cast a stone&amp;quot;.... 
abortion_as_rights_or_choices	409192893_1100030352001	32	thorin001	Sun 13 June 2010 05:02 AM	REPLYING TO GunnyZak WHO SAID: <u>&quot; ]  Off the OP:  &amp;quot;Under the amendment, female servicemembers and military dependents stationed overseas would have access to abortions, provided they pay for the procedure themselves and medical personnel on base are willing to perform it. No military doctors would be required to perform abortions if they object to the practice.&amp;quot;&quot;</u>   Thanks. That&apos;s what I get for skimming through the article.  I still contend that there should be no special regulations for abortion as long as it is still legal.  That whole opt out clause renders the entire abortion option moot. &apos;We will claim to allow abortions, put pressure on doctors not to perform them, and then allow the doctors to refuse to perform them with no repercussions.&apos; Yeah, that is really allowing them.    
abortion_as_rights_or_choices	409192893_1100030352001	33	SeaWitch1220	Sun 13 June 2010 06:41 AM	REPLYING TO MM2_ss_Lewis WHO SAID: <u>&quot; Nicely expressed OAL.  Sea, that line would make a great bumper sticker, can I have your permission to us it if I ever feel the need to express my view on the matter with plastic glued on my truck?&quot;</u> I&apos;m fairly certain I didn&apos;t coin that phrase...just heard it somewhere. You&apos;re welcome to it   
abortion_as_rights_or_choices	409192893_1100030352001	34	SeaWitch1220	Sun 13 June 2010 06:45 AM	REPLYING TO skinman13 WHO SAID: <u>&quot;   The only possible way this can happen is for all of us to take a serious look at how we are politicizing educating today&apos;s youth in regards to sexual conduct.  Focusing on only teaching abstinence in public schools is a totally naive and stupid concept.  Teach all aspects of sex, not just abstinence.  Teens are going to explore, they will engage in all forms of sex, and they are being put in serious jepardy by not being informed about the consequences of STD and unwanted pregnancies.  Provide real information on birth control methods.  Provide condoms without question or restriction; provide meaningful guidance information on oral birth control contraceptives, and start it early.  Social conservatives are demanding that sex education be sanitized and want it to be a family issue alone.  Sure, the parents SHOULD be the ones responsible to do this, but the cold hard fact is that they are NOT doing it. Then what? Every year, younger children are engaging in risky sexual activities and suffer emotional trauma, sexually transmitted diseases that are increasingly difficult to treat and cure, and babies are having babies.   Teach them, provide them with information and hope they make a good choice...but never forget that they will engage in sexual activities and if we don&apos;t understand and accept that fact, and depoliticize it, then nothing will change...&quot;</u> I agree with you wholeheartedly...I&apos;m the gal that wants a condom machine in all High School restrooms, male and female.
abortion_as_rights_or_choices	409192893_1100030352001	35	GunnyZak	Sun 13 June 2010 08:08 AM	REPLYING TO thorin001 WHO SAID: <u>&quot;   Thanks. That&apos;s what I get for skimming through the article.  I still contend that there should be no special regulations for abortion as long as it is still legal.  That whole opt out clause renders the entire abortion option moot. &apos;We will claim to allow abortions, put pressure on doctors not to perform them, and then allow the doctors to refuse to perform them with no repercussions.&apos; Yeah, that is really allowing them.   &quot;</u>   On the other hand, if the law allows negligent women to obtain abortions through military facilities why not swing open the door to all elective procedures. Tummy tucks, nose jobs, chin lifts, p nis extensions etc.. Get that Hollywood Look on the taxpayers dime! 
abortion_as_rights_or_choices	409192893_1100030352001	36	Cider33_Alpha	Sun 13 June 2010 08:20 AM	&amp;quot;NEGLIGENT WOMEN&amp;quot;???  WTF?  Since when do women become pregnant all by themselves? 
abortion_as_rights_or_choices	409192893_1100030352001	37	KJ1110	Sun 13 June 2010 08:32 AM	REPLYING TO Cider33_Alpha WHO SAID: <u>&quot; &amp;quot;NEGLIGENT WOMEN&amp;quot;???  WTF?  Since when do women become pregnant all by themselves?&quot;</u>   12-minutes; remarkable restraint, really!    
abortion_as_rights_or_choices	409192893_1100030352001	38	GunnyZak	Sun 13 June 2010 09:54 AM	REPLYING TO Cider33_Alpha WHO SAID: <u>&quot; &amp;quot;NEGLIGENT WOMEN&amp;quot;???  WTF?  Since when do women become pregnant all by themselves?&quot;</u>   Oh.. it&apos;s the guys fault that the woman granting access has not made demand for safe entry     Take a geritol &amp; chill... 
abortion_as_rights_or_choices	409192893_1100030352001	39	skinman13	Sun 13 June 2010 10:00 AM	REPLYING TO GunnyZak WHO SAID: <u>&quot;   Fed Law provides Doctor&apos;s with an opt out option. Now, if the Libturds want to change fed law which would force Doctor&apos;s to perform a procedure they&apos;re morally opposed to... well hell they might as well throw in a bill reactivating the Draft also as both would have about the same chance of survival or at least there&apos;ll be blood running in the streets over one or the other.  The little Misses can simply hold an asprin between their knees until they are in a location where they can safely eliminate their mistakes.&quot;</u>   So, doctors can opt out of performing an abortion but soldiers can not legally opt out of killing the enemy and airmen cannot legally opt out of dropping the bombs...pretty politically motivated option, isn&apos;t it?  That is the point I am making...politicizing abortion is arbitrary and stupid.  Fed laws can be changed, and your, &amp;quot;hold an aspirin between her knees,&amp;quot; comment is incredibly naive.  How about the boy?  You are definately old-school because this comment shows that you believe that birth control is strictly a woman&apos;s responsibility.    Maybe you were pure and chaste when you were a teenager, or maybe you are just so damn old that you cannot remember how strong the sex drive of a teenager is, and are denying that today&apos;s youth are more open and accepting of sex and are engaging in sexual activities at a younger age than our generation.  BTW, tossing out stupid crap like, &amp;quot;libturds,&amp;quot; in your otherwise good comment makes it look like you just want to pick a fight and not express your opinion. 
abortion_as_rights_or_choices	409192893_1100030352001	40	skinman13	Sun 13 June 2010 10:04 AM	REPLYING TO GunnyZak WHO SAID: <u>&quot;   Oh.. it&apos;s the guys fault that the woman granting access has not made demand for safe entry     Take a geritol &amp; chill...&quot;</u>   Take a Viagra and remember what sex is like...   
abortion_as_rights_or_choices	409192893_1100030352001	41	GunnyZak	Sun 13 June 2010 10:33 AM	REPLYING TO skinman13 WHO SAID: <u>&quot;   So, doctors can opt out of performing an abortion but soldiers can not legally opt out of killing the enemy and airmen cannot legally opt out of dropping the bombs...pretty politically motivated option, isn&apos;t it?  That is the point I am making...politicizing abortion is arbitrary and stupid.  Fed laws can be changed, and your, &amp;quot;hold an aspirin between her knees,&amp;quot; comment is incredibly naive.  How about the boy?  You are definately old-school because this comment shows that you believe that birth control is strictly a woman&apos;s responsibility.    Maybe you were pure and chaste when you were a teenager, or maybe you are just so damn old that you cannot remember how strong the sex drive of a teenager is, and are denying that today&apos;s youth are more open and accepting of sex and are engaging in sexual activities at a younger age than our generation.  BTW, tossing out stupid crap like, &amp;quot;libturds,&amp;quot; in your otherwise good comment makes it look like you just want to pick a fight and not express your opinion.&quot;</u>   Not comprehending &amp;quot;holding the asprin between the knees&amp;quot; means this discussion is over your head.   As a teen.. I was a Marine &amp; father of 3 with  4 sliding in right after turning 21. Kinda shoots your assumption chit away. Of course I&apos;m sure you speak as a person holding similar responsibilties.  On topic. The law is what it is. You think that mil clinics should turn into abortion mills... why don&apos;t you &amp; your like press to have the law changed.  Me? I&apos;m not against choice. I am against forcing military doctors under the color of law to perform a procedure they find morally repugnant.  BTW, killing is a choice Sailor. 
abortion_as_rights_or_choices	409192893_1100030352001	42	Ex_CG_GM	Sun 13 June 2010 11:46 AM	  There was an article awhile back about some high level officer in Iraq stating that if a deployed woman got prgenant she could be subject to court martial.  Big firestorm erupted and he backed away very quickly. 
abortion_as_rights_or_choices	409192893_1100030352001	43	GunnyZak	Sun 13 June 2010 11:57 AM	REPLYING TO Ex_CG_GM WHO SAID: <u>&quot;   There was an article awhile back about some high level officer in Iraq stating that if a deployed woman got prgenant she could be subject to court martial.  Big firestorm erupted and he backed away very quickly.&quot;</u>   We have to wait to see what sexual conduct regs will come down the pike with repeal of DADT. 
abortion_as_rights_or_choices	409192893_1100030352001	44	Esample1	Sun 13 June 2010 02:18 PM	REPLYING TO GunnyZak WHO SAID: <u>&quot;   On the other hand, if the law allows negligent women to obtain abortions through military facilities why not swing open the door to all elective procedures. Tummy tucks, nose jobs, chin lifts, p nis extensions etc.. Get that Hollywood Look on the taxpayers dime!&quot;</u>   Bet you were unaware that military hospitals do elective breast augmentation, as long as they have a plastic surgery clinic. All the member has to do is pay for the implants. 
abortion_as_rights_or_choices	409192893_1100030352001	45	OldArmyLove	Sun 13 June 2010 02:30 PM	Moderators  hat off!     I just realized, I posted the original draft of this just after midnight last night.  Sometime, I do strange things in my sleep. Oh well, pick and choose from each of them or ignore both of them.                Service members and their families should ever be denied a government entitlement that is available to general population.      We all have different views on this topic for many different reasons. I would like to share the following, all true;  Last week, I reconnected with Mary  , through a classmates forum, a lady who was in first grade with me, way back in 1943.  Our mothers worked together in the school cafeteria.   Her two older sisters were the same age as my two older brothers.  The families were good friends.   We have not seen or spoke or talked with each other in sixty  years.  Now she lives in Tenseness about two miles from our youngest daughter and family.     But, the one thing that is locked in both of our memories from first grade is the day we were told that her 14 year old sister, Margret died.    Margret died because she was pregnant and her mother tried to abort the baby with a coat hanger or some other such method.  What a horrible way for anyone to die.  We all believed that it was incest.  There were never any charges against her mother or anyone else.  It was just the way things were done in those days.      Yes, we had a home for unwed mothers,  The Florence Crittenton Home.   But, the shame that families felt in those days was enormous and almost unbearable.      I m unashamedly  prolife  - I believe that life begins at conception.  In Margret s case both the young mother and the unborn baby were lost.     Personal notes:  My grandmother, a very small Pima Indian, died giving birth to my mother and her twin brother.  The doctor said, she was too small to give birth to twins.  That was 1896 and there was no such thing as a safe abortion.  The stories we ve been told about how the my grandmother death impacted my grandmother, I m confident that he would, if it were possible, chosen my grandmother s life over the life of the twins.  As soon as my mother discovered she was pregnant with me, she was advised to have an abortion.  I would be her seventh child.  My father had just been confined the in Florida insane asylum.  My next older sibling was very not in good health.  The family vas  dirt poor  and I would be another mouth to feed.  My mother would not even consider it   I m sure in part her decision was based on the circumstances of her own birth.   I m thankful for the life that my mother gave me.   We are thankful that we could not have gotten an abortion in 1971 while stationed in Kitzingen Germany. I think we what have jumped at the opportunity.  We didn t want anymore children.  My wife was not well and it was a tough permanency.  If she/we would have had the abortion, we would have missed having one of the greatest young men God very created, our youngest son Timothy now 38. He has been married for 16 years to a wonderful a terrific young lady.  They are parents of two loving wonderful children, our Caleb and our Abbey.   After Tim s birth, I visited the doctor and had  the procedure.   As a father and husband, if given the option of choosing the life of my wife over the life of our unborn child, I would always choose my wife.  My final thoughts: Abortion should never be a substitute for birth control and this horrible  partial birth abortion  procedure is in MN2BHO, nothing but infanticide.     The statement by my much loved friend,      an individual woman&apos;s right to choose what is done to HER body    has to be given a lot of weight.  But, prostitution is outlawed in most states as is drug use, and these both affect a persons use and control over their own body.    Finally, I don t know how to reduce the astronomical number abortion. I m confident that everyone wishes there would never be another abortion.  But, we can not and must not, go back to the days of the  coat hanger abortions.  The answer might be education, education, education.   
abortion_as_rights_or_choices	409192893_1100030352001	46	GunnyZak	Sun 13 June 2010 02:50 PM	REPLYING TO Esample1 WHO SAID: <u>&quot; Bet you were unaware that military hospitals do elective breast augmentation, as long as they have a plastic surgery clinic. All the member has to do is pay for the implants.&quot;</u>   Yes I did &amp; why I didn&apos;t include boob jobs on the list. It&apos;s offered so mil docs can gain experiece in reconstructive surgery. Word is some receivers of larger   have paid a much higher price than if they simply went to experts in the field. 
abortion_as_rights_or_choices	409192893_1100030352001	47	thorin001	Sun 13 June 2010 07:13 PM	REPLYING TO GunnyZak WHO SAID: <u>&quot;   On the other hand, if the law allows negligent women to obtain abortions through military facilities why not swing open the door to all elective procedures. Tummy tucks, nose jobs, chin lifts, p nis extensions etc.. Get that Hollywood Look on the taxpayers dime!&quot;</u>   Which is why it should be treated as any other elective surgury. No special treatment. 
