"user-id"	"text"	"topic"	"thread-id"	"time"	"post-id"	"reply-to"	"reply-by"
"elensarte"	"@MariaCespedesc @PCaterianoB No use lo de la luz verde, si averiguan eso nace de una mentira."	"Cuestion-de-confianza"	4	"2020-08-05 16:29:34"	112	1	
"NinahuamanJose"	"@MariaCespedesc @PCaterianoB Han planteado algo contra la minería ilegal que es la que finalmente contamina más? (La minera formal también contamina y es lamentable que el estado no haga respetar las leyes y se sancione)"	"Cuestion-de-confianza"	4	"2020-08-05 16:22:59"	113	1	"129,131"
"WairaThais"	"@Alexmey7 @MariaCespedesc @PCaterianoB Centrandonos en el tema de la minería, perfectamente esta claro que puede ser favorable pero si tu no consideras en cuidar el ecosistema es destruir y contaminar parte del lugar donde se encuentran los residentes , ese es el tema central"	"Cuestion-de-confianza"	4	"2020-08-05 23:50:33"	114	67	
"sirasavi"	"@Alexmey7 @MariaCespedesc @PCaterianoB Gobierno: No aceptó donación de oxigeno del sector privado en Arequipa, convirtió las instituciones del Estado en agencia de empleo de amigos/familiares, dio dinero Reactiva Perú a empresas ODEBRECHT, miente con la cantidad de fallecidos por Covid-19 ¿Qué quiere El Ejecutivo? 👏"	"Cuestion-de-confianza"	4	"2020-08-05 23:47:33"	115	67	
"Alexmey7"	"@MariaCespedesc @PCaterianoB Si bien Cateriano se expreso de mala forma muxo tiene de verdad acerca de su partido el cual hasta el día de hoy ni siquiera está claro el problema dentro de su dirigencia, más acciones sra y no hagan los que otros hacen y al parecer se dejan llevar en sus votaciones"	"Cuestion-de-confianza"	4	"2020-08-05 19:22:00"	116	67	"114,115,116"
"mercedes220894"	"@FreddyLvsng80 @MariaCespedesc @PCaterianoB @FREPAP_FIA los del FREPAP no saben nada de nada solo tienen secundaria completa no aporta nada al congreso pero cobran mas que cualquier profesional del Perú ese el problema"	"Cuestion-de-confianza"	4	"2020-08-05 23:22:52"	117	43	"118,119"
"sirasavi"	"@mercedes220894 @FreddyLvsng80 @MariaCespedesc @PCaterianoB @FREPAP_FIA Gobierno: No aceptó donación de oxigeno del sector privado en Arequipa, convirtió las instituciones del Estado en agencia de empleo de amigos/familiares, dio dinero Reactiva Perú a empresas ODEBRECHT, miente con la cantidad de fallecidos por Covid-19 ¿Qué quiere El Ejecutivo? 👏"	"Cuestion-de-confianza"	4	"2020-08-05 23:46:15"	118	23	
"FreddyLvsng80"	"@mercedes220894 @MariaCespedesc @PCaterianoB @FREPAP_FIA La mayoría son analfabetos. Tenemos de ejemplo Beteta, Arimborgo, Ananculí. Los congresistas son representantes de cada ciudad y no necesitan ser letrados, por eso contratan asesores que chambeen por ellos. Lo malo es que contratan principiantes, que los dejan en evidencia!"	"Cuestion-de-confianza"	4	"2020-08-05 23:45:17"	119	23	"117"
"sawasqa"	"@Conny2407 @MariaCespedesc @PCaterianoB No puedes declarar respecto de entrada y luego insinuar desconocimiento. La posición política esta precisa y clara, respecto de quien da Luz Verde."	"Cuestion-de-confianza"	4	"2020-08-05 17:31:24"	120	108	
"gsalazarq"	"@gino_rt @MariaCespedesc @PCaterianoB Claro que sí papu. https://t.co/6ORfExeRic"	"Cuestion-de-confianza"	4	"2020-08-05 17:36:29"	121	90	"122,123"
"gino_rt"	"@gsalazarq @MariaCespedesc @PCaterianoB Cateriano no era Premier por ser católico, ni en el gobierno se siguen ritos o vestimentas semejantes al de hace 2 mil años. Este gobierno es laico. La religión es personal y la vive cada quien pero en su vida privada...🙄"	"Cuestion-de-confianza"	4	"2020-08-05 21:52:50"	122	121	"121,124,126"
"MiguelRaymundo1"	"@gsalazarq @gino_rt @MariaCespedesc @PCaterianoB Pues con razon todas las mineras son santas y la santa confiep, y los que deben a los bancos que se frieguen no. Se quedo callado."	"Cuestion-de-confianza"	4	"2020-08-06 00:06:16"	123	121	
"EpicuroAcido"	"@gino_rt @gsalazarq @MariaCespedesc @PCaterianoB Y el 28 de julio el presidente va al Te deum… Estado laico? xD"	"Cuestion-de-confianza"	4	"2020-08-06 01:29:40"	124	90	"125,127,137"
"gino_rt"	"@EpicuroAcido @gsalazarq @MariaCespedesc @PCaterianoB El presidente va si quiere, no está obligado a ir.  No es parte de la obligación del Presidente ni está escrito en ninguna ley. No existe una religión de Estado, aquí existe libertad de consciencia y de religión de manera individual o asociada.😎"	"Cuestion-de-confianza"	4	"2020-08-06 01:55:09"	125	124	
"EpicuroAcido"	"@gino_rt @gsalazarq @MariaCespedesc @PCaterianoB Si claro y la patrona de la Policía es Santa Rosa de Lima… Estado laico? xD"	"Cuestion-de-confianza"	4	"2020-08-06 02:01:16"	126	90	
"gino_rt"	"@EpicuroAcido @gsalazarq @MariaCespedesc @PCaterianoB A ver, que parte de libertad de consciencia y de religión no entiendes?  Tienes problemas de comprensión lectora? El Estado no obliga a nadie a creer o aceptar alguna religión, el  Perú es un estado laico, lo contrario sería un estado confesional..🤦🙄"	"Cuestion-de-confianza"	4	"2020-08-06 02:09:32"	127	124	
"sawasqa"	"@Conny2407 @MariaCespedesc @PCaterianoB No puedes declarar respeto de entrada y luego insinuar desconocimiento. La posición política esta precisa y clara, respecto de quien da Luz Verde."	"Cuestion-de-confianza"	4	"2020-08-05 17:31:24"	128	108	
"RGersonLC"	"@NinahuamanJose @MariaCespedesc @PCaterianoB Toda actividad económica contamina; inclusive la agricultura contamina más que la minería"	"Cuestion-de-confianza"	4	"2020-08-05 17:01:25"	129	113	
"YarlequeE"	"@RGersonLC @NinahuamanJose @MariaCespedesc @PCaterianoB Si es Organismo geneticamente modificado, si"	"Cuestion-de-confianza"	4	"2020-08-05 17:39:45"	130	99	
"Hola12378409418"	"@NinahuamanJose @MariaCespedesc @PCaterianoB Cállate sarnoso sigue llorando a tu ídolo Cateriano"	"Cuestion-de-confianza"	4	"2020-08-05 17:00:22"	131	113	
"Sobrevi30272146"	"@camila70_ @MariaCespedesc @PCaterianoB Deberíamos tener regiones más desarrollados con los presupuestos millonarios que cuentan, lamentablemente desdes sus alcaldes son incompetentes."	"Cuestion-de-confianza"	4	"2020-08-05 17:38:32"	132	109	
"r_lavieri"	"@alfreditocp @MariaCespedesc @PCaterianoB @MartinVizcarraC mas de 50 mil muertos y Cateriano ofrece tren rápido!? Nuevo gabinete capaz o que renuncie #Vizcarra , está llevando el país a la ruina!"	"Cuestion-de-confianza"	4	"2020-08-05 19:52:50"	133	69	"134"
"kbrothoughts"	"@r_lavieri @alfreditocp @MariaCespedesc @PCaterianoB @MartinVizcarraC Usted es consciente de la crisis que generaría algo como lo que usted plantea? En plena emergencia? es cierto Vizcarra tiene errores y si ha cometido alguna irregularidad deberá ser fiscalizado, pero de ahí a destrozar el ejecutivo?"	"Cuestion-de-confianza"	4	"2020-08-05 20:30:27"	134	133	"135"
"alfreditocp"	"@kbrothoughts @r_lavieri @MariaCespedesc @PCaterianoB @MartinVizcarraC Pagamos caro porque los aspirantes a presidentes no evalúan el desempeño profesional de las personas que lo acompañan en su equipo (se guían por traer alguien que diversifique su entorno) y ahora se aprecian las consecuencias."	"Cuestion-de-confianza"	4	"2020-08-05 22:09:45"	135	134	
"EpicuroAcido"	"@mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru Tiene más currículum que Keiko."	"Cuestion-de-confianza"	4	"2020-08-06 01:30:15"	136	23	
"mustafa0295"	"@EpicuroAcido @mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru ya aburres con eso"	"Cuestion-de-confianza"	4	"2020-08-06 02:10:37"	137	124	
"FinMismo"	"@mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru No sé qué coherencia tiene tu comentario, si muy bien se sabe que por años nos han robado políticos con estudios hasta en el extranjero."	"Cuestion-de-confianza"	4	"2020-08-05 22:07:09"	138	23	"139,140,142,144"
"mercedes220894"	"@FinMismo @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru esos brutos van a robar el doble y su excusa va a ser que no saben lo que firmaban, asi que no defiendas a esos brutos"	"Cuestion-de-confianza"	4	"2020-08-05 23:21:00"	139	138	
"CharlesVsquez2"	"@FinMismo @mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru Y por eso voy a meter a alguien que vende frutas en el mercado, que es un trabajo digno? Y que va gastar de nuestros impuestos en asesores?"	"Cuestion-de-confianza"	4	"2020-08-05 22:58:14"	140	138	"141"
"FinMismo"	"@CharlesVsquez2 @mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru Tal vez pensaban que iba a pasar lo mismo que Susy Díaz y sus asesores, que la ayudaron a proponer varios proyectos de ley. Muy a aparte, era el único partido que no se había embarrado de heces."	"Cuestion-de-confianza"	4	"2020-08-05 23:02:15"	141	140	
"CWWYX"	"@FinMismo @CharlesVsquez2 @mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru Era el único partido que nadie conocía. Es diferente."	"Cuestion-de-confianza"	4	"2020-08-05 23:06:03"	142	138	"143"
"FinMismo"	"@CWWYX @CharlesVsquez2 @mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru Si se conocía, tiene más de 20 años intentando."	"Cuestion-de-confianza"	4	"2020-08-05 23:31:23"	143	142	
"CWWYX"	"@FinMismo @CharlesVsquez2 @mercedes220894 @MariaCespedesc @PCaterianoB @Latina_pe @americatv_peru Lo mismo que otros partidos, pero a diferencia de ellos, el Frepap no ha estado expuesto a la prensa. Recuerda que una vez elegidos, comenzaron sus destapes."	"Cuestion-de-confianza"	4	"2020-08-06 01:52:56"	144	138	
"JoyceqGarcia"	"@ETJHILTON @MariaCespedesc @PCaterianoB @congresoperu @pcmperu @FREPAP_FIA Nada de análisis de parte de esta señora, cero análisis, personas así no deben llegar nunca a puestos ir deciden la vida de un país. Bien llamados inimputable https://t.co/2IDRNPnzDl"	"Cuestion-de-confianza"	4	"2020-08-05 16:56:09"	145	104	"146,147"
"Diana67910695"	"@JoyceqGarcia @ETJHILTON @MariaCespedesc @PCaterianoB @congresoperu @pcmperu @FREPAP_FIA Y los que tanto estudian y analizan que han hecho por él país, nada!, y está señora cero análisis como la describes ayuda más con actos solidaridad y el pueblo, acto que los analistas nunca sabrán."	"Cuestion-de-confianza"	4	"2020-08-05 22:01:01"	146	145	"148"
"Hola12378409418"	"@JoyceqGarcia @ETJHILTON @MariaCespedesc @PCaterianoB @congresoperu @pcmperu @FREPAP_FIA Están muriendo Miles,microempresas quebradas, interés leoninos de bancos y ....la basura de Cateriano viene hablar de trenes, proyecto mineros grandeza y más grandeza. Que se vayan"	"Cuestion-de-confianza"	4	"2020-08-05 17:03:39"	147	145	
"JoyceqGarcia"	"@Diana67910695 @ETJHILTON @MariaCespedesc @PCaterianoB @congresoperu @pcmperu @FREPAP_FIA Entonces entregale la conducción del país al frepap y a UPP, y verás el despilfarro y desorden en poco tiempo y luego la ruina completa. Ya se vivió algo parecido con la reforma agraria, se entregó la administración de bienes y tierras a quienes no estaban preparados."	"Cuestion-de-confianza"	4	"2020-08-05 22:15:09"	148	146	
"RGersonLC"	"@LaMari16445930 @MariaCespedesc @esquinabaja @PCaterianoB A falta de argumentos o inteligencia para debatir, el ignorante escupe."	"Cuestion-de-confianza"	4	"2020-08-05 17:05:42"	149	111	
"anto5227"	"@mercedes220894 @MariaCespedesc @PCaterianoB Muchos políticos de saco y corbata con estudios en Harvard nos han robado, la ética con el grado de estudio nada tiene que ver, urge políticos #incorruptibles. Y usted por decir burros a las personas habla su grado de educación y siendo troll, burra o burro es usted."	"Cuestion-de-confianza"	4	"2020-08-06 01:57:56"	150	23	
