user-id	text	topic	thread-id	time	post-id	replyTo	replyBy
keller_suazo	@MariaCespedesc Sres Congresistas...en sus manos está el futuro de miles de trabajadores de la salud...su estabilidad laboral...!! Vamos por la insistencia...ESSALUD sin CAS..	covid-19	1290872604279152640	2020-08-05 04:49:46	11	MariaCespedesc	keller_suazo
SergioS36596697	"@MariaCespedesc El próximo Ministro de Economía debe estar de acuerdo con la devolución de fondos a los ex aportantes de la ONP
🙌"	covid-19	1290868460155797505	2020-08-05 04:33:18	12	MariaCespedesc	SergioS36596697
Cristop_Matthew	@MariaCespedesc Que mal, terminan siendo borregos de los otros partidos, decepcionante... ! En 2021 ya fueron...	covid-19	1290861896350998529	2020-08-05 04:07:13	13	MariaCespedesc	Cristop_Matthew
dario_otorongo	@MariaCespedesc Que raro eso ya lo había planteado al que botaron	covid-19	1290849237849300993	2020-08-05 03:16:55	14	MariaCespedesc	dario_otorongo
Marco_Diaz80	@MariaCespedesc 😒😒😒	covid-19	1290843820096204800	2020-08-05 02:55:24	15	MariaCespedesc	Marco_Diaz80
AlcaldeRada	@MariaCespedesc Son una verguenza y le hicieron el favor a los partidos corruptos de Pepe Luna y Cesar Acuña	covid-19	1290843521176539136	2020-08-05 02:54:12	16	MariaCespedesc	AlcaldeRada
mixel2011	@MariaCespedesc Que descaro, PRIMERO PIDA PERDÓN, yo me uní a este grupo por sus labor pero ahora me estoy arrepintiéndo tengo varias ideas que esperaban compartir ahora solo encontrarán critica	covid-19	1290840988957761536	2020-08-05 02:44:09	17	MariaCespedesc	mixel2011
quenospasa_1	@MariaCespedesc Se nota. La cagaron ya nuevamente. Un congreso de mierda como el anterior...	covid-19	1290827296027353089	2020-08-05 01:49:44	18	MariaCespedesc	quenospasa_1
AlejandroTrelle	@MariaCespedesc Ya les di la clave, se necesita ser valientes, eso depende de Uds. Sin Investigación de #dioxidodecloro  no hay Paraíso https://t.co/wf4F6OrdHh	covid-19	1290826374475919361	2020-08-05 01:46:04	19	MariaCespedesc	AlejandroTrelle
Eduardo89086824	@MariaCespedesc Yo escuché las 20 horas y la ministra  mazzetti fue bien clara y Cateriano ej tema económico  fue más con el desarrollo  minero mire como sube el dólar está  en su nivel máximo eso encarece las cosas cuidado debería contratar a un economista de una universidad licenciada	covid-19	1290824626126430208	2020-08-05 01:39:07	20	MariaCespedesc	Eduardo89086824
_aboutdiana	@MariaCespedesc Es obvio la prioridad!! Pero no todos los gabinetes pueden hacer las mismas funciones para ello está el trabajo en equipo y la exposición tiene que ser en diferentes materias	covid-19	1290824546891825160	2020-08-05 01:38:48	21	MariaCespedesc	_aboutdiana
Optima_HD	@MariaCespedesc Felicidades FREPAP defiendan al Pueblo que le agradecerá, es bueno tener personas que lo que dicen lo hacen, sigan así dan esperanza de Peruanos Honestos.	covid-19	1290821176713973766	2020-08-05 01:25:25	22	MariaCespedesc	Optima_HD
LizzyIrigo	@MariaCespedesc Y Mazetti dq habló ? De tomar dioxido d cloro? Ay señor xq somos así	covid-19	1290819554663333888	2020-08-05 01:18:58	23	MariaCespedesc	LizzyIrigo
Uber_Martin	@MariaCespedesc Nos vemos el 2026 porque el 2021 se sepultaron solitos	covid-19	1290819409175621638	2020-08-05 01:18:24	24	MariaCespedesc	Uber_Martin
azrael28	@MariaCespedesc Se prestaron al juego de la mafia son unos impresentables eso es lo que son	covid-19	1290811852029603843	2020-08-05 00:48:22	25	MariaCespedesc	azrael28
Itzadesign	@MariaCespedesc https://t.co/7bAiPaBQm4	covid-19	1290808936032088064	2020-08-05 00:36:47	26	MariaCespedesc	Itzadesign
micky00071	@MariaCespedesc Ojala q el presidente recoja esa petición aunque lo dudo señora céspedes siga usted así valiente	covid-19	1290807795873349634	2020-08-05 00:32:15	27	MariaCespedesc	micky00071
SanchezPecho	@MariaCespedesc Ya burros y ojala planteen ideas	covid-19	1290806516417732608	2020-08-05 00:27:10	28	MariaCespedesc	SanchezPecho
medinalessa	@MariaCespedesc Señora María se perdió la exposición de Pilar Mazzetti? Espero que su bancada solo haya sido manipulada y no tengan tratos bajo la mesa con las mafias del congreso	covid-19	1290804724426518528	2020-08-05 00:20:02	29	MariaCespedesc	medinalessa
AccionDeAmparo	@MariaCespedesc MUY mal! Frepap,pensar que muchos los veíamos como opción para el 2021 ,que decepción por sumarse a la Mafia de las universidades Bamba, que extorsionan al gobierno!!	covid-19	1290803644477186053	2020-08-05 00:15:45	30	MariaCespedesc	AccionDeAmparo
AccionDeAmparo	@MariaCespedesc Qué pena que ustedes se unieron a la Mafia y votaron en bloque contra el país, seguro que me vas a bloquear, pero no sabes que un Congresista no debe bloquear a ciudadanos?	covid-19	1290802917302312960	2020-08-05 00:12:52	31	MariaCespedesc	AccionDeAmparo
FREPAP_FIA	@MariaCespedesc 👏👏👏👏	covid-19	1290801023842488321	2020-08-05 00:05:20	32	MariaCespedesc	FREPAP_FIA
Kuaras1	@MariaCespedesc #noalchantaje	covid-19	1290799423564455936	2020-08-04 23:58:59	33	MariaCespedesc	Kuaras1
Carrera11_94	@MariaCespedesc enserio quieren a Merino de Lama como presidente del pais? enserio? :o	covid-19	1290799008009662465	2020-08-04 23:57:20	34	MariaCespedesc	Carrera11_94
